name, hash
all5/Digital_root/Digital_root.wasm,fe9295215b300e1bb6340c8af3920cd4
all5/Digital_root/Digital_root.wasm.~1~,fe9295215b300e1bb6340c8af3920cd4
all5/Digital_root/Digital_root.wasm.~2~,6d479272db234c47f7b41ee2ffe7c29f
