name, hash
all5/Character_codes/Character_codes.wasm,f4afc6c93bec1fc8fe951cc84876538b
all5/Character_codes/Character_codes.wasm.~1~,f4afc6c93bec1fc8fe951cc84876538b
all5/Character_codes/Character_codes.wasm.~2~,605a9327d55de89b25af81a47a31eb6e
